Medford Operation Waste Plant OR USA,United States of America,Please Select,42.4274,-122.7231,8.5,Please Select,Please Select,"Jackson County, OR, USA",Please Select,1956-06-00,Boise Building Solutions Manufact. LLC,100,,,,,,
Memphis Hardwood Flooring Waste Plant TN USA,United States of America,Please Select,35.188,-89.8932,2.2,Please Select,Please Select,"Shelby County, TN, USA",Please Select,1956-02-00,Memphis Hardwood Flooring Co,100,,,,,,
Metro Gas Recovery Waste Plant WI USA,United States of America,Please Select,43.0093,-87.9591,9.2,Please Select,Please Select,"Milwaukee County, WI, USA",Please Select,1985-12-00,Waste Management Inc,100,,,,,,
Metro Methane Recovery Facility Waste Plant IA USA,United States of America,Please Select,41.6843,-93.5779,6.4,Please Select,Please Select,"Polk County, IA, USA",Please Select,1998-01-00,Bio-Energy Partners,100,,,,,,
Metro Wastewater Reclamation District Waste Plant CO USA,United States of America,Please Select,39.868,-104.337,15,Please Select,Please Select,"Adams County, CO, USA",Please Select,1985-04-00,SUEZ Energy Resources NA Inc,100,,,,,,
Miami Dade County Resource Recovery Fac Waste Plant FL USA,United States of America,Please Select,25.5592,-80.3511,77,Please Select,Please Select,"Miami-Dade County, FL, USA",Please Select,1981-12-00,Montenay Power Corp,100,,,,,,
Mid Valley Landfill Waste Plant CA USA,United States of America,Please Select,34.8428,-116.1729,2.6,Please Select,Please Select,"San Bernardino County, CA, USA",Please Select,2003-06-00,Fortistar LLC,100,,,,,,
Milam Gas Recovery Waste Plant IL USA,United States of America,Please Select,38.4723,-89.9329,2.4,Please Select,Please Select,"St Clair County, IL, USA",Please Select,1991-04-00,Waste Management Inc,100,,,,,,
Milliken Landfill Waste Plant CA USA,United States of America,Please Select,34.8428,-116.1729,2.2,Please Select,Please Select,"San Bernardino County, CA, USA",Please Select,2003-07-00,Fortistar LLC,100,,,,,,
Mingo Junction Energy Center Waste Plant OH USA,United States of America,Please Select,40.317,-80.6072,32,Please Select,Please Select,"Jefferson County, OH, USA",Please Select,1998-08-00,Thermagen Power Group LLC,100,,,,,,
Minnesota Wood Products Waste Plant MN USA,United States of America,Please Select,47.1083,-94.9209,12.5,Please Select,Please Select,"Hubbard County, MN, USA",Please Select,1992-04-00,Ainsworth Engineered USA LLC,100,,,,,,
Miramar Landfill Metro Biosolids Center Waste Plant CA USA,United States of America,Please Select,33.0362,-116.7356,6.4,Please Select,Please Select,"San Diego County, CA, USA",Please Select,1997-07-00,Fortistar LLC,100,,,,,,
Missouri River Wastewater Treatment Waste Plant NE USA,United States of America,Please Select,41.2949,-96.1596,3,Please Select,Please Select,"Douglas County, NE, USA",Please Select,2001-07-00,Omaha City of,100,,,,,,
Model City Energy Facility Waste Plant NY USA,United States of America,Please Select,43.2015,-78.743,5.6,Please Select,Please Select,"Niagara County, NY, USA",Please Select,2001-06-00,Model City Energy LLC,100,,,,,,
Modern Landfill Production Plant Waste Plant PA USA,United States of America,Please Select,39.9212,-76.7261,9,Please Select,Please Select,"York County, PA, USA",Please Select,1998-05-00,Modern Mallard Energy LLC,100,,,,,,
Mon Valley Works Waste Plant PA USA,United States of America,Please Select,40.3925,-79.8564,52.5,Please Select,Please Select,"Allegheny County, PA, USA",Please Select,1943-06-00,United States Steel Corporation,100,,,,,,
Monroe Livingston Gas Recovery Waste Plant NY USA,United States of America,Please Select,43.1465,-77.6935,2.4,Please Select,Please Select,"Monroe County, NY, USA",Please Select,1988-12-00,Waste Management Inc,100,,,,,,
Montenay Montgomery LP Waste Plant PA USA,United States of America,Please Select,40.0998,-75.3083,32.1,Please Select,Please Select,"Montgomery County, PA, USA",Please Select,1991-12-00,Florida Power & Light Co,40,,,,,,
Monterey Regional Water Cogen Facility Waste Plant CA USA,United States of America,Please Select,36.2158,-121.227,1.5,Please Select,Please Select,"Monterey County, CA, USA",Please Select,1991-01-00,MRWPCA,100,,,,,,
Montgomery County Resource Recovery Waste Plant MD USA,United States of America,Please Select,39.2055,-77.4656,67.8,Please Select,Please Select,"Montgomery County, MD, USA",Please Select,1995-05-00,Covanta Energy,100,,,,,,
Morris Genco LLC Waste Plant IL USA,United States of America,Please Select,41.2877,-88.4254,4.2,Please Select,Please Select,"Grundy County, IL, USA",Please Select,2001-02-00,Illinois Electricial Gen Partn,100,,,,,,
Mt Lassen Power Waste Plant CA USA,United States of America,Please Select,40.67,-120.5889,11.4,Please Select,Please Select,"Lassen County, CA, USA",Please Select,1985-06-00,Covanta Energy,100,,,,,,
New Hanover County WASTEC Waste Plant NC USA,United States of America,Please Select,34.2803,-77.96,10.6,Please Select,Please Select,"New Hanover County, NC, USA",Please Select,2002-03-00,New Hanover County,100,,,,,,
New Heights Recovery and Power LLC Waste Plant IL USA,United States of America,Please Select,41.4969,-87.5997,26,Please Select,Please Select,"Cook County, IL, USA",Please Select,2000-06-00,Geneva Energy LLC,100,,,,,,
New Milford Gas Recovery Waste Plant CT USA,United States of America,Please Select,41.7926,-73.2449,3,Please Select,Please Select,"Litchfield County, CT, USA",Please Select,1991-07-00,Waste Management Inc,100,,,,,,
Newby Island I Waste Plant CA USA,United States of America,Please Select,37.2273,-121.6827,2,Please Select,Please Select,"Santa Clara County, CA, USA",Please Select,1984-09-00,Gas Recovery Systems,100,,,,,,
Newby Island II Waste Plant CA USA,United States of America,Please Select,37.2273,-121.6827,3.3,Please Select,Please Select,"Santa Clara County, CA, USA",Please Select,1989-12-00,Gas Recovery Systems,100,,,,,,
North City Cogen Facility Waste Plant CA USA,United States of America,Please Select,33.0362,-116.7356,3.6,Please Select,Please Select,"San Diego County, CA, USA",Please Select,1999-03-00,Fortistar LLC,100,,,,,,
North County Regional Resource Waste Plant FL USA,United States of America,Please Select,26.7648,-80.1418,61,Please Select,Please Select,"Palm Beach County, FL, USA",Please Select,1989-05-00,Solid Waste Auth of Palm Beach,100,,,,,,
O'Brien Biogas IV LLC Waste Plant NJ USA,United States of America,Please Select,40.4306,-74.4146,9.9,Please Select,Please Select,"Middlesex County, NJ, USA",Please Select,1997-09-00,O'Brien Biogas IV LLC,100,,,,,,
Ocean County Landfill Waste Plant NJ USA,United States of America,Please Select,39.9034,-74.2966,4.8,Please Select,Please Select,"Ocean County, NJ, USA",Please Select,1997-02-00,Michigan Cogeneration Sys Inc,100,,,,,,
Oceanside Energy Waste Plant NY USA,United States of America,Please Select,40.749,-73.589,3.5,Please Select,Please Select,"Nassau County, NY, USA",Please Select,1990-10-00,Zapco Energy Tactics Corp,100,,,,,,
Okeelanta Cogeneration Waste Plant FL USA,United States of America,Please Select,26.6658,-80.7181,74.9,Please Select,Please Select,"Palm Beach County, FL, USA",Please Select,1996-01-00,New Hope Power Partnership,100,,,,,,
Olinda Landfill Gas Recovery Plant Waste Plant CA USA,United States of America,Please Select,33.7056,-117.7586,5.4,Please Select,Please Select,"Orange County, CA, USA",Please Select,1985-12-00,Ridgewood Power,100,,,,,,
Olmsted Waste Energy Waste Plant MN USA,United States of America,Please Select,44.0035,-92.4056,4.9,Please Select,Please Select,"Olmsted County, MN, USA",Please Select,1979-06-00,Olmsted County Public Works,100,,,,,,
Omega Hills Gas Recovery Waste Plant WI USA,United States of America,Please Select,43.3723,-88.2264,9.3,Please Select,Please Select,"Washington County, WI, USA",Please Select,1985-12-00,Bio-Energy Partners,100,,,,,,
Onondaga County Resource Recovery Waste Plant NY USA,United States of America,Please Select,43.0042,-76.1164,39.5,Please Select,Please Select,"Onondaga County, NY, USA",Please Select,1994-11-00,Covanta Energy,100,,,,,,
Onondaga Energy Partners LP Waste Plant NY USA,United States of America,Please Select,43.0114,-76.1918,1.4,Please Select,Please Select,"Onondaga County, NY, USA",Please Select,1988-01-00,Onondaga Energy Partners LP,100,,,,,,
Ontario LFGTE Waste Plant NY USA,United States of America,Please Select,42.8563,-77.2986,3.2,Please Select,Please Select,"Ontario County, NY, USA",Please Select,2003-11-00,Seneca Energy II,100,,,,,,
Oswego County Energy Recovery Waste Plant NY USA,United States of America,Please Select,43.4285,-76.141,3.6,Please Select,Please Select,"Oswego County, NY, USA",Please Select,1986-02-00,Oswego County,100,,,,,,
Otay Waste Plant CA USA,United States of America,Please Select,33.0362,-116.7356,3.6,Please Select,Please Select,"San Diego County, CA, USA",Please Select,1986-12-00,Covanta Energy,100,,,,,,
Ottawa Generating Station Waste Plant MI USA,United States of America,Please Select,42.9619,-86,4.8,Please Select,Please Select,"Ottawa County, MI, USA",Please Select,1994-06-00,Granger Electric Co,100,,,,,,
Outagamie County Co-Generation Facility Waste Plant WI USA,United States of America,Please Select,44.4164,-88.4585,2.4,Please Select,Please Select,"Outagamie County, WI, USA",Please Select,1991-09-00,Outagamie County,100,,,,,,
Oxnard Waste Plant CA USA,United States of America,Please Select,34.4555,-119.0796,5.4,Please Select,Please Select,"Ventura County, CA, USA",Please Select,1985-12-00,Covanta Energy,100,,,,,,
Oxnard Wastewater Treatment Plant Waste Plant CA USA,United States of America,Please Select,34.4555,-119.0796,1.5,Please Select,Please Select,"Ventura County, CA, USA",Please Select,1981-08-00,Oxnard City of,100,,,,,,
P.E.R.C. Waste Plant WA USA,United States of America,Please Select,47.0203,-122.0994,2.7,Please Select,Please Select,"Pierce County, WA, USA",Please Select,1999-05-00,Puyallup Energy Recovery Company. LLC,100,,,,,,
PG Cnty Brown Station Road II Waste Plant MD USA,United States of America,Please Select,38.8292,-76.85,4,Please Select,Please Select,"Prince Georges County, MD, USA",Please Select,2003-12-00,Prince George's County,100,,,,,,
PWD Northwest Facility Waste Plant PA USA,United States of America,Please Select,40.0042,-75.1414,11,Please Select,Please Select,"Philadelphia County, PA, USA",Please Select,1993-07-00,Calpine,83,,,,,,
Pacific Lumber Waste Plant CA USA,United States of America,Please Select,40.4421,-124.0262,32.5,Please Select,Please Select,"Humboldt County, CA, USA",Please Select,1998-03-00,Pacific Lumber Co,100,,,,,,
Pacific Oroville Power Inc Waste Plant CA USA,United States of America,Please Select,39.5179,-121.6041,18,Please Select,Please Select,"Butte County, CA, USA",Please Select,1985-12-00,Covanta Energy,100,,,,,,
Pacific-Ultrapower Chinese Station Waste Plant CA USA,United States of America,Please Select,37.9138,-120.4598,25,Please Select,Please Select,"Tuolumne County, CA, USA",Please Select,1985-06-00,Covanta Energy,50,,,,,,
Palos Verdes Gas to Energy Waste Plant CA USA,United States of America,Please Select,33.7594,-118.3769,13,Please Select,Please Select,"Los Angeles County, CA, USA",Please Select,1988-05-00,Los Angeles County,50,,,,,,
Papillion Creek Wastewater Waste Plant NE USA,United States of America,Please Select,41.112,-96.1092,1.5,Please Select,Please Select,"Sarpy County, NE, USA",Please Select,1987-05-00,Omaha City of,100,,,,,,
Pascagoula Cogen Waste Plant MS USA,United States of America,Please Select,30.545,-88.6315,6,Please Select,Please Select,"Jackson County, MS, USA",Please Select,1983-08-00,Chevron Corp,100,,,,,,
Pasco Cnty Solid Waste Resource Recovery Waste Plant FL USA,United States of America,Please Select,28.3702,-82.5612,31.2,Please Select,Please Select,"Pasco County, FL, USA",Please Select,1991-05-00,Pasco County,100,,,,,,
Paulsboro Refinery Waste Plant NJ USA,United States of America,Please Select,39.84,-75.2583,57,Please Select,Please Select,"Gloucester County, NJ, USA",Please Select,1991-09-00,Valero Refining Co,100,,,,,,
Pennsbury Waste Plant PA USA,United States of America,Please Select,40.3351,-75.1132,6,Please Select,Please Select,"Bucks County, PA, USA",Please Select,1996-09-00,Exelon Energy,100,,,,,,
Penobscot Energy Recovery Waste Plant ME USA,United States of America,Please Select,44.7383,-68.8257,25.3,Please Select,Please Select,"Penobscot County, ME, USA",Please Select,1987-11-00,SET PERC Investment LLC,76.6,,,,,,
Penrose Power Station Waste Plant CA USA,United States of America,Please Select,34.3209,-118.2212,9,Please Select,Please Select,"Los Angeles County, CA, USA",Please Select,1986-01-00,Covanta,100,,,,,,
Peoples Generating Station Waste Plant MI USA,United States of America,Please Select,43.0257,-83.7082,3.2,Please Select,Please Select,"Genesee County, MI, USA",Please Select,1995-09-00,North American Natural Res,100,,,,,,
Pheasant Run Landfill Gas Recovery Waste Plant WI USA,United States of America,Please Select,42.573,-88.0339,8.8,Please Select,Please Select,"Kenosha County, WI, USA",Please Select,2002-07-00,Waste Management Inc,100,,,,,,
Philadelphia Refinery Waste Plant PA USA,United States of America,Please Select,39.9058,-75.2122,30,Please Select,Please Select,"Philadelphia County, PA, USA",Please Select,1952-01-00,Sunoco Inc,100,,,,,,
Philadelphia Water Department Southwest Waste Plant PA USA,United States of America,Please Select,40.0042,-75.1414,11,Please Select,Please Select,"Philadelphia County, PA, USA",Please Select,1993-07-00,Calpine,83,,,,,,
Pine Bend Waste Plant MN USA,United States of America,Please Select,44.6752,-93.0677,16.6,Please Select,Please Select,"Dakota County, MN, USA",Please Select,1996-04-00,Gas Recovery Systems,100,,,,,,
Pine Tree Acres Waste Plant MI USA,United States of America,Please Select,42.7012,-82.932,5.6,Please Select,Please Select,"Macomb County, MI, USA",Please Select,1998-06-00,Michigan Cogeneration Sys Inc,100,,,,,,
Pinellas County Resource Recovery Waste Plant FL USA,United States of America,Please Select,27.8733,-82.6741,76.5,Please Select,Please Select,"Pinellas County, FL, USA",Please Select,1983-01-00,Pinellas County,100,,,,,,
Pinetree Power Fitchburg Waste Plant MA USA,United States of America,Please Select,42.5427,-71.8533,18,Please Select,Please Select,"Worcester County, MA, USA",Please Select,1992-08-00,SUEZ Energy Resources NA Inc,100,,,,,,
Pinetree Power Tamworth Waste Plant NH USA,United States of America,Please Select,43.8325,-71.1989,25,Please Select,Please Select,"Carroll County, NH, USA",Please Select,1987-12-00,SUEZ Energy Resources NA Inc,100,,,,,,
Pinetree Power Waste Plant NH USA,United States of America,Please Select,44.3281,-71.6864,17.5,Please Select,Please Select,"Grafton County, NH, USA",Please Select,1986-12-00,SUEZ Energy Resources NA Inc,100,,,,,,
Pineville Mill Waste Plant LA USA,United States of America,Please Select,31.2942,-92.3517,25,Please Select,Please Select,"Rapides County, LA, USA",Please Select,1968-08-00,International Paper Co,100,,,,,,
Pioneer Valley Resource Recovery Waste Plant MA USA,United States of America,Please Select,42.1336,-72.6302,9.4,Please Select,Please Select,"Hampden County, MA, USA",Please Select,1988-05-00,ECO Springfield LLC,100,,,,,,
Pittsylvania Power Station Waste Plant VA USA,United States of America,Please Select,37.1047,-79.2756,90,Please Select,Please Select,"Pittsylvania County, VA, USA",Please Select,1994-06-00,Dominion Virginia Power,100,,,,,,
Plant 31 Paper Mill Waste Plant LA USA,United States of America,Please Select,32.4839,-92.1522,63,Please Select,Please Select,"Ouachita County, LA, USA",Please Select,1928-01-00,Graphic Packaging International,100,,,,,,
Plant No 2 Waste Plant CA USA,United States of America,Please Select,33.7056,-117.7586,16,Please Select,Please Select,"Orange County, CA, USA",Please Select,1993-06-00,Orange County Saniation Dist,100,,,,,,
Plummer Forest Products Waste Plant ID USA,United States of America,Please Select,47.212,-116.6582,6.2,Please Select,Please Select,"Benewah County, ID, USA",Please Select,1982-12-00,Stimson Lumber Company,100,,,,,,
Polk Waste Plant FL USA,United States of America,Please Select,27.7286,-81.9897,677.9,Please Select,Please Select,"Polk County, FL, USA",Please Select,2000-07-00,Tampa Electric Co,100,,,,,,
Port Townsend Paper Waste Plant WA USA,United States of America,Please Select,48.0939,-122.7944,13.9,Please Select,Please Select,"Jefferson County, WA, USA",Please Select,1929-01-00,Port Townsend Paper Co,100,,,,,,
Port Wentworth Mill Waste Plant GA USA,United States of America,Please Select,32.1569,-81.1556,72.7,Please Select,Please Select,"Chatham County, GA, USA",Please Select,1991-08-00,Weyerhaeuser Co,100,,,,,,
Potlatch Arkansas Pulp Paper Waste Plant AR USA,United States of America,Please Select,33.7075,-91.2364,20,Please Select,Please Select,"Desha County, AR, USA",Please Select,1977-11-00,Potlatch Forest Products Corp,100,,,,,,
Potlatch Idaho Pulp Paper Waste Plant ID USA,United States of America,Please Select,46.425,-116.9708,113.8,Please Select,Please Select,"Nez Perce County, ID, USA",Please Select,1950-01-00,Potlatch Forest Products Corp,100,,,,,,
Potlatch Southern Wood Products Waste Plant AR USA,United States of America,Please Select,33.6144,-92.0731,15,Please Select,Please Select,"Bradley County, AR, USA",Please Select,1991-08-00,Potlatch Forest Products Corp,100,,,,,,
Power Station 3 Waste Plant TX USA,United States of America,Please Select,29.4002,-94.9654,117.9,Please Select,Please Select,"Galveston County, TX, USA",Please Select,,BP Amoco,50,,,,,,
Prairie View Gas Recovery Waste Plant IN USA,United States of America,Please Select,41.6229,-86.2934,3.2,Please Select,Please Select,"St Joseph County, IN, USA",Please Select,1994-10-00,Wabash Valley Power Assn. Inc,100,,,,,,
Prima Desheha Landfill Waste Plant CA USA,United States of America,Please Select,33.7056,-117.7586,6,Please Select,Please Select,"Orange County, CA, USA",Please Select,1999-03-00,Fortistar LLC,100,,,,,,
Prince Georges County Brown Station Road Waste Plant MD USA,United States of America,Please Select,38.8292,-76.85,2.7,Please Select,Please Select,"Prince Georges County, MD, USA",Please Select,1987-10-00,Prince George's County,100,,,,,,
Prince William County Landfill Waste Plant VA USA,United States of America,Please Select,38.7052,-77.4828,1.8,Please Select,Please Select,"Prince William County, VA, USA",Please Select,1998-11-00,Fortistar LLC,100,,,,,,
Puente Hills Energy Recovery Waste Plant CA USA,United States of America,Please Select,34.027,-118.0298,62.7,Please Select,Please Select,"Los Angeles County, CA, USA",Please Select,1986-10-00,Los Angeles County Sanitation,100,,,,,,
Pulp Mill Power House Waste Plant CA USA,United States of America,Please Select,40.8119,-124.2092,20,Please Select,Please Select,"Humboldt County, CA, USA",Please Select,1965-08-00,Evergreen Pulp Inc.,100,,,,,,
Quad Cities Waste Plant IL USA,United States of America,Please Select,41.4732,-90.5621,2,Please Select,Please Select,"Rock Island County, IL, USA",Please Select,1998-09-00,Gas Recovery Systems,100,,,,,,
RCWMD Badlands Landfill Gas Project Waste Plant CA USA,United States of America,Please Select,33.7437,-115.9925,1.3,Please Select,Please Select,"Riverside County, CA, USA",Please Select,2001-02-00,Riverside County Waste Management Dept,100,,,,,,
Rabun Gap Cogen Facility Waste Plant GA USA,United States of America,Please Select,34.878,-83.4037,4.1,Please Select,Please Select,"Rabun County, GA, USA",Please Select,1986-01-00,Rabun Apparel Inc,100,,,,,,
Randolph Electric Waste Plant MA USA,United States of America,Please Select,42.1547,-71.2171,3,Please Select,Please Select,"Norfolk County, MA, USA",Please Select,2000-02-00,Gas Recovery Systems,100,,,,,,
Rayonier Fernandina Mill Waste Plant FL USA,United States of America,Please Select,30.6622,-81.4842,32.5,Please Select,Please Select,"Nassau County, FL, USA",Please Select,1939-12-00,Plummer Forest Products Inc,100,,,,,,
Rayonier Jesup Mill Waste Plant GA USA,United States of America,Please Select,31.6592,-81.8439,82,Please Select,Please Select,"Wayne County, GA, USA",Please Select,1954-06-00,Plummer Forest Products Inc,100,,,,,,
Red Wing Waste Plant MN USA,United States of America,Please Select,44.5592,-92.5164,23,Please Select,Please Select,"Goodhue County, MN, USA",Please Select,1949-10-00,Northern States Power Co,100,,,,,,
Regional Waste Systems Waste Plant ME USA,United States of America,Please Select,43.6538,-70.3343,13.3,Please Select,Please Select,"Cumberland County, ME, USA",Please Select,1988-06-00,Ecomaine,100,,,,,,
Reliant Baytown Waste Plant TX USA,United States of America,Please Select,29.7438,-94.6122,5.2,Please Select,Please Select,"Chambers County, TX, USA",Please Select,2003-12-00,Viridis Energy,100,,,,,,
Reliant Bluebonnet Waste Plant TX USA,United States of America,Please Select,29.8614,-95.3996,4,Please Select,Please Select,"Harris County, TX, USA",Please Select,2003-08-00,Viridis Energy,100,,,,,,
Reliant Coastal Plains Waste Plant TX USA,United States of America,Please Select,29.4002,-94.9654,5.2,Please Select,Please Select,"Galveston County, TX, USA",Please Select,2003-03-00,Viridis Energy,100,,,,,,
Reliant Conroe Waste Plant TX USA,United States of America,Please Select,30.3044,-95.5033,3,Please Select,Please Select,"Montgomery County, TX, USA",Please Select,2003-08-00,Viridis Energy,100,,,,,,
Reliant Energy Renewables Atascosita Waste Plant TX USA,United States of America,Please Select,29.8614,-95.3996,6.5,Please Select,Please Select,"Harris County, TX, USA",Please Select,2003-03-00,Viridis Energy,100,,,,,,
Reliant Security Waste Plant TX USA,United States of America,Please Select,30.1546,-94.8173,3.9,Please Select,Please Select,"Liberty County, TX, USA",Please Select,2003-12-00,Viridis Energy,100,,,,,,
Richmond Electric Waste Plant VA USA,United States of America,Please Select,37.4337,-77.4212,3,Please Select,Please Select,"Henrico County, VA, USA",Please Select,1993-08-00,Gas Recovery Systems,100,,,,,,
Ridge Generating Station Waste Plant FL USA,United States of America,Please Select,28.0281,-81.7424,47.1,Please Select,Please Select,"Polk County, FL, USA",Please Select,1994-03-00,Wheelabrator Environmental Systems,100,,,,,,
Ridgeview Waste Plant WI USA,United States of America,Please Select,44.1203,-87.8043,3.2,Please Select,Please Select,"Manitowoc County, WI, USA",Please Select,2002-09-00,Bio-Energy Partners,100,,,,,,
Rio Bravo Fresno Waste Plant CA USA,United States of America,Please Select,36.6873,-119.7267,28,Please Select,Please Select,"Fresno County, CA, USA",Please Select,1988-07-00,Rio Bravo Fresno,100,,,,,,
Rio Bravo Rocklin Waste Plant CA USA,United States of America,Please Select,38.8329,-121.318,27.9,Please Select,Please Select,"Placer County, CA, USA",Please Select,1989-06-00,Rio Bravo Rocklin,100,,,,,,
Rio Grande Valley Sugar Growers Waste Plant TX USA,United States of America,Please Select,26.4012,-98.1913,7.5,Please Select,Please Select,"Hidalgo County, TX, USA",Please Select,1973-10-00,Rio Grande Valley Sugar Growers. Inc.,100,,,,,,
Riverview Energy Systems Waste Plant MI USA,United States of America,Please Select,42.2878,-83.2903,6.6,Please Select,Please Select,"Wayne County, MI, USA",Please Select,1988-01-00,Riverview Energy Systems,100,,,,,,
Riveside Resource Recovery LLC Waste Plant IL USA,United States of America,Please Select,41.4481,-87.9852,1.1,Please Select,Please Select,"Will County, IL, USA",Please Select,1997-02-00,Illinois Electricial Gen Partn,100,,,,,,
Robbins Lumber Waste Plant ME USA,United States of America,Please Select,44.5027,-69.1463,3.2,Please Select,Please Select,"Waldo County, ME, USA",Please Select,1987-01-00,Robbins Lumber Inc,100,,,,,,
Rockford Electric Waste Plant IL USA,United States of America,Please Select,42.0427,-89.3256,2,Please Select,Please Select,"Ogle County, IL, USA",Please Select,1996-01-00,Gas Recovery Systems,100,,,,,,
Rolls Royce Waste Plant IN USA,United States of America,Please Select,39.7845,-86.1496,15.5,Please Select,Please Select,"Marion County, IN, USA",Please Select,1963-08-00,Rolls Royce Corp,16.129,,,,,,
Roosevelt Biogas 1 Waste Plant WA USA,United States of America,Please Select,45.8712,-120.7878,10.5,Please Select,Please Select,"Klickitat County, WA, USA",Please Select,1999-06-00,PUD No 1 of Klickitat County,100,,,,,,
Roxana Resource Recovery Waste Plant IL USA,United States of America,Please Select,38.8308,-89.9103,4.4,Please Select,Please Select,"Madison County, IL, USA",Please Select,1999-11-00,Illinois Electricial Gen Partn,100,,,,,,
Ryegate Power Station Waste Plant VT USA,United States of America,Please Select,44.2125,-72.0583,21.5,Please Select,Please Select,"Caledonia County, VT, USA",Please Select,1992-09-00,Catamount Energy Corp,33,,,,,,
SDS Lumber Gorge Energy Division Waste Plant WA USA,United States of America,Please Select,45.7106,-121.4728,10,Please Select,Please Select,"Klickitat County, WA, USA",Please Select,1985-07-00,SDS Lumber Co,100,,,,,,
SEMASS Resource Recovery Waste Plant MA USA,United States of America,Please Select,41.8033,-70.7887,98.5,Please Select,Please Select,"Plymouth County, MA, USA",Please Select,1988-07-00,Covanta Energy,100,,,,,,
SPSA Waste To Energy Power Plant Waste Plant VA USA,United States of America,Please Select,36.8399,-76.3573,60,Please Select,Please Select,"Portsmouth City County, VA, USA",Please Select,1987-10-00,Southeastern Public Serv Auth,100,,,,,,
STEC-S LLC Waste Plant AR USA,United States of America,Please Select,34.2914,-91.3678,18,Please Select,Please Select,"Arkansas County, AR, USA",Please Select,1997-01-00,Riceland Foods Inc.,49,,,,,,
Salem Energy Systems LLC Waste Plant NC USA,United States of America,Please Select,36.1256,-80.2534,4.5,Please Select,Please Select,"Forsyth County, NC, USA",Please Select,1996-07-00,Michigan Cogeneration Sys Inc,100,,,,,,
Salinas Waste Plant CA USA,United States of America,Please Select,36.2158,-121.227,1.4,Please Select,Please Select,"Monterey County, CA, USA",Please Select,1986-12-00,Covanta Energy,100,,,,,,
San Marcos Waste Plant CA USA,United States of America,Please Select,33.0362,-116.7356,1.8,Please Select,Please Select,"San Diego County, CA, USA",Please Select,1990-05-00,Landfill Generating Partners,100,,,,,,
Santa Maria EPG Waste Plant CA USA,United States of America,Please Select,35.3877,-120.3974,5.8,Please Select,Please Select,"San Luis Obispo County, CA, USA",Please Select,1995-12-00,ConocoPhillips,100,,,,,,
Sappi Cloquet Mill Waste Plant MN USA,United States of America,Please Select,46.7244,-92.4314,94.5,Please Select,Please Select,"Carlton County, MN, USA",Please Select,1976-01-00,Minnesota Power Inc,29.2063,,,,,,
Sauder Power Plant Waste Plant OH USA,United States of America,Please Select,41.6008,-84.1213,7.2,Please Select,Please Select,"Fulton County, OH, USA",Please Select,1993-10-00,Sauder Woodworking Co,100,,,,,,
Seneca Energy Waste Plant NY USA,United States of America,Please Select,42.784,-76.8236,11.2,Please Select,Please Select,"Seneca County, NY, USA",Please Select,1998-08-00,Seneca Energy II,100,,,,,,
Settlers Hill Gas Recovery Waste Plant IL USA,United States of America,Please Select,41.9406,-88.4339,6,Please Select,Please Select,"Kane County, IL, USA",Please Select,1988-10-00,Waste Management Inc,100,,,,,,
Seven Mile Creek LFG Waste Plant WI USA,United States of America,Please Select,44.7253,-91.287,3,Please Select,Please Select,"Eau Claire County, WI, USA",Please Select,2004-04-00,Dairyland Power Coop,100,,,,,,
Shenango Neville Island Coke Works Waste Plant PA USA,United States of America,Please Select,40.4967,-80.0756,11.3,Please Select,Please Select,"Allegheny County, PA, USA",Please Select,1920-07-00,Shenango Inc,100,,,,,,
Short Mountain Waste Plant OR USA,United States of America,Please Select,43.931,-122.8437,3.2,Please Select,Please Select,"Lane County, OR, USA",Please Select,1992-02-00,Emerald People's Utility Dist,100,,,,,,
Sierra Pacific Aberdeen Waste Plant WA USA,United States of America,Please Select,47.149,-123.7713,18,Please Select,Please Select,"Grays Harbor County, WA, USA",Please Select,2003-03-00,Sierra Pacific Resources NUGs,100,,,,,,
Sierra Pacific Anderson Facility Waste Plant CA USA,United States of America,Please Select,40.7587,-122.0344,4,Please Select,Please Select,"Shasta County, CA, USA",Please Select,1999-01-00,Sierra Pacific Resources NUGs,100,,,,,,
Sierra Pacific Burney Facility Waste Plant CA USA,United States of America,Please Select,40.4728,-122.3292,20,Please Select,Please Select,"Shasta County, CA, USA",Please Select,1986-10-00,Sierra Pacific Resources NUGs,100,,,,,,
Sierra Pacific Lincoln Facility Waste Plant CA USA,United States of America,Please Select,39.0139,-120.7421,32.2,Please Select,Please Select,"Placer County, CA, USA",Please Select,2004-03-00,Sierra Pacific Resources NUGs,100,,,,,,
Sierra Pacific Loyalton Facility Waste Plant CA USA,United States of America,Please Select,39.6694,-120.2333,20,Please Select,Please Select,"Sierra County, CA, USA",Please Select,1989-09-00,Sierra Pacific Resources NUGs,100,,,,,,
Sierra Pacific Quincy Facility Waste Plant CA USA,United States of America,Please Select,40.0157,-120.8496,27.5,Please Select,Please Select,"Plumas County, CA, USA",Please Select,1986-12-00,Sierra Pacific Resources NUGs,100,,,,,,
Sierra Pacific Sonora Waste Plant CA USA,United States of America,Please Select,38.025,-119.9464,7.5,Please Select,Please Select,"Tuolumne County, CA, USA",Please Select,2001-02-00,Sierra Pacific Resources NUGs,100,,,,,,
