Name,Description,URL
Andrew Crouthamel,"Andrew Crouthamel is an experienced senior network engineer and IT trainer who resides in Doylestown, PA, and currently works with organization...",https://www.packtpub.com/books/info/authors/andrew-crouthamel
Sergey Grinev,"Sergey Grinev is an experienced software engineer focused on building reliable, quality processes for Java platforms. He started working in thi...",https://www.packtpub.com/books/info/authors/sergey-grinev
Mangalam Nandakumar,Mangalam Nandakumar has over 17 years of experience in product management and software delivery. She is an entrepreneur and has founded two sta...,https://www.packtpub.com/books/info/authors/mangalam-nandakumar
Tadit Dash,Tadit Dash is a senior software engineer and a hardcore tech community contributor. Due to his exceptional contribution to the technical commun...,https://www.packtpub.com/books/info/authors/tadit-dash
Andrew Johnson,"Andrew Johnson is a software developer who has worn many hats. Professionally, he has worked on projects written in C, C++, Java, Python, Ruby,...",https://www.packtpub.com/books/info/authors/andrew-johnson
Sridhar Alla,"Sridhar Alla is a big data expert helping companies solve complex problems in distributed computing, large scale data science and analytics pra...",https://www.packtpub.com/books/info/authors/sridhar-alla
Doguhan Uluca,"Doguhan Uluca is a software development expert for Excella Consulting in Washington, DC. He is the founder and director of the polyglot Tech Ta...",https://www.packtpub.com/books/info/authors/doguhan-uluca
Arvind Ravulavaru,"Arvind Ravulavaru is a platform architect at Ubiconn IoT Solutions, with over 9 years of experience in software development and 2 years in hard...",https://www.packtpub.com/books/info/authors/arvind-ravulavaru
Scott Goessling,Scott Goessling is the COO/CTO for Burstorm and helped create the world’s first automated Cloud Solution Design platform. He has lived and wo...,https://www.packtpub.com/books/info/authors/scott-goessling
Mohit,Mohit is a Python programmer with a keen interest in the field of information security. He has completed his Bachelor's degree in technolo...,https://www.packtpub.com/books/info/authors/mohit
Kevin L. Jackson,"Kevin L. Jackson is a globally recognized cloud computing expert, technology thought leader, and CEO/founder of GovCloud Network, LLC. Mr. Jack...",https://www.packtpub.com/books/info/authors/kevin-l-jackson
J. Ben Huson ,J. Ben Huson is a senior engineer for a metrics and data analytics company. Ben's experience with web development began over 12 years ago ...,https://www.packtpub.com/books/info/authors/j-ben-huson
Jonathan Crooke,"Jonathan Crooke has been a professional iOS developer since 2009. He has worked on applications with userbases in the millions, from media and ...",https://www.packtpub.com/books/info/authors/jonathan-crooke
Parth Ghiya,"Parth Ghiya loves technologies and enjoys learning new things and facing the unknown. He has shown his expertise in multiple technologies, in...",https://www.packtpub.com/books/info/authors/parth-ghiya
Kåre Morstøl,"Kåre Morstøl is an independent software developer from Norway, with a bachelor's degree in software development. He has programmed alm...",https://www.packtpub.com/books/info/authors/kåre-morstøl
Rob Kerr,"Rob Kerr is a mobile software architect based in United States. He has been working professionally with Swift since its introduction, deliver...",https://www.packtpub.com/books/info/authors/rob-kerr
Harish Gulati,"Harish Gulati is a consultant, analyst, modeler, and trainer based in London. He has 15 years of financial, consulting, and project manageme...",https://www.packtpub.com/books/info/authors/harish-gulati
Sebastian Daschner,"Sebastian Daschner is a self-employed Java consultant, author, and trainer and is enthusiastic about programming and Java (EE). He participat...",https://www.packtpub.com/books/info/authors/sebastian-daschner
Joakim Verona,Joakim Verona is a consultant who specializes in continuous delivery and DevOps. He has worked on all aspects of systems development since 19...,https://www.packtpub.com/books/info/authors/joakim-verona
Shahid Shaikh,"Shahid Shaikh is an engineer, published author, and a blogger. He has written tons of tutorials on Node.js and various databases on his blog. H...",https://www.packtpub.com/books/info/authors/shahid-shaikh
Daniele Lacamera,Daniele Lacamera is a software technologist and researcher with vast experience in software design and development on embedded systems for diff...,https://www.packtpub.com/books/info/authors/daniele-lacamera
Yuri Diogenes,Yuri Diogenes is a professor at EC-Council University for their master's degree in cybersecurity program. Yuri has a master of science deg...,https://www.packtpub.com/books/info/authors/yuri-diogenes
Ke-Jou Carol Hsu,Ke-Jou Carol Hsu has three years of experience working as a software engineer and is currently a PhD student in the area of computer systems....,https://www.packtpub.com/books/info/authors/ke-jou-carol-hsu
Hui-Chuan Chloe Lee,Hui-Chuan Chloe Lee is a DevOps and software developer. She has worked in the software industry on a wide range of projects for over five yea...,https://www.packtpub.com/books/info/authors/hui-chuan-chloe-lee
Hideto Saito,"Hideto Saito has around 20 years of experience in the computer industry. In 1998, while working for Sun Microsystems Japan, he was impressed ...",https://www.packtpub.com/books/info/authors/hideto-saito
Gaurav Aroraa,"Gaurav Aroraa has an M.Phil in computer science. He is a Microsoft MVP, a lifetime member of Computer Society of India (CSI), an advisory mem...",https://www.packtpub.com/books/info/authors/gaurav-kumar-aroraa
Denis Rothman,"Denis Rothman graduated from l'Université Paris-Sorbonne and l'Université Paris-Diderot, writing one of the very first word2matrix ...",https://www.packtpub.com/books/info/authors/denis-rothman
Pablo Deeleman,"Pablo Deeleman is a former UI/UX designer who fell in love with JavaScript and CSS back in 1998, during the good old days of Netscape Navigat...",https://www.packtpub.com/books/info/authors/pablo-deeleman
Christoffer Noring,Christoffer Noring is a software developer with more than 10 years of experience. He has successfully delivered software for different indust...,https://www.packtpub.com/books/info/authors/christoffer-noring
Brian L. Troutwine,"Brian L. Troutwine is a software engineer with an interest in low-latency and high-scale software. He has worked at Rackspace Hosting, AdRoll, ...",https://www.packtpub.com/books/info/authors/brian-troutwine
Raja CSP Raman,"Raja CSP Raman has been a software developer for 13 years and is the founder of TalentAccurate, an IT skills validation tool that helps start...",https://www.packtpub.com/books/info/authors/raja-csp-raman
David Gonzalez,David Gonzalez is an enthusiastic engineer and author of a book called DevelopingMicroservices with Node.js; as microservices don't work...,https://www.packtpub.com/books/info/authors/david-gonzalez
Guillaume Lazar,"Guillaume Lazar is a software engineer living near Paris in France. He has worked for different companies, from startups to multinationals, for...",https://www.packtpub.com/books/info/authors/guillaume-lazar
Burak Kanber,"Burak Kanber is an entrepreneur, software engineer, and the co-author of ""Genetic Algorithms in Java"". He earned his Bachelor's ...",https://www.packtpub.com/books/info/authors/burak-kanber
Vahid Mirjalili,"Vahid Mirjalili obtained his PhD in mechanical engineering working on novel methods for large-scale, computational simulations of molecular str...",https://www.packtpub.com/books/info/authors/vahid-mirjalili
Benjamin Hoff,"Benjamin Hoff is a Mechanical Engineer by education, he has spent the first 3 years of his career doing graphics processing, desktop applicatio...",https://www.packtpub.com/books/info/authors/benjamin-hoff
Arun Ravindran,Arun Ravindran is an avid speaker and blogger who has been tinkering with Django since 2007 for projects ranging from intranet applications to ...,https://www.packtpub.com/books/info/authors/arun-ravindran
"Richard T. Freeman, PhD","Richard T. Freeman, PhD currently works for JustGiving, a tech-for-good social platform for online giving that’s helped 25 million users in 1...",https://www.packtpub.com/books/info/authors/richard-t-freeman
Richard Naoufal,"Richard Naoufal started coding in Java around 2003. After working as a developer, an architect, a technical project manager he is now a train...",https://www.packtpub.com/books/info/authors/richard-naoufal
Nipun Jaswal,Nipun Jaswal is an International Cyber Security Author and an award-winning IT security researcher with a decade of experience in penetration t...,https://www.packtpub.com/books/info/authors/nipun-jaswal
Brad Traversy,Brad Traversy has been programming for around 12 years and teaching for almost 5 years. He is the owner of Traversy Media which is a successf...,https://www.packtpub.com/books/info/authors/brad-traversy
Giuseppe Bonaccorso,"Giuseppe Bonaccorso is an experienced team leader/manager in AI, machine/deep learning solution design, management, and delivery. He got his M....",https://www.packtpub.com/books/info/authors/giuseppe-bonaccorso
William Rice,"William Rice is an e-learning professional from New York City. He has written books on Moodle, Blackboard, Magento, and software training. He e...",https://www.packtpub.com/books/info/authors/william-rice
Susan Smith Nash,"Susan Smith Nash has been designing and developing online courses and programs for more than 15 years for education, training, and personal dev...",https://www.packtpub.com/books/info/authors/susan-smith-nash.
Frahaan Hussain,"Frahaan Hussain is the CEO and lead developer at Sonar Systems, the world leader in educational material for the game engine Cocos2d-x, one o...",https://www.packtpub.com/books/info/authors/frahaan-hussain
Antonio Melé,Antonio Melé is CTO of Exo Investing and Founder of Zenx IT. Antonio has been developing Django projects since 2006 for clients across several...,https://www.packtpub.com/books/info/authors/antonio-melé
Emil Atanasov,Emil Atanasov is an IT consultant who has extensive experience with mobile technologies. He started working in the field of mobile development ...,https://www.packtpub.com/books/info/authors/emil-atanasov
Richard Wells,"Richard Wells is a software engineer with over twenty years of experience. He has contributed immensely towards writing codes in Assembly, C, C...",https://www.packtpub.com/books/info/authors/richard-wells
Nuno Árias Silva,"With a master's degree in IT and more than 20 years of working experience, Nuno Árias Silva is a specialist in Office 365, focusing on Ex...",https://www.packtpub.com/books/info/authors/nuno-árias-silva
Ajay Singh Chauhan,Ajay Singh Chauhan is an experienced Network and Security Architect and has been working extensively in the IT industry for 15 years. During hi...,https://www.packtpub.com/books/info/authors/ajay-singh-chauhan
Prof. Diwakar Vaish,"Prof. Diwakar Vaish is a robotics scientist and the inventor of Manav (India's first indigenous humanoid robot), the world's first mi...",https://www.packtpub.com/books/info/authors/diwakar-vaish
Jay LaCroix,"Jay LaCroix is a technologist and open-source enthusiast, specializing in Linux. Jay currently works as a Senior Solutions Architect and holds ...",https://www.packtpub.com/books/info/authors/jay-lacroix
